
120,WEB,权限,WEB_EDIT_USER_ROLE,管理角色的用户,角色列表页面添加用户角色列表页面移除用户,【V2.11-WEB】客户角色管理,,,,,,,,,,,,,X,,,,,
121,WEB,权限,WEB_WORKGROUP,用户组,WEB导航栏用户组列表页面入口,【V2.11-WEB】客户用户组管理,,,,,,,,,,,,,X,,,,,
122,WEB,权限,WEB_EDIT_WORKGROUP,管理用户组及用户,用户组列表页面新增用户组用户组列表页面编辑用户组用户组列表页面移除用户组用户组列表页面移除用户组用户用户组列表页面用户组添加用户,【V2.11-WEB】客户用户组管理,,,,,,,,,,,,,X,,,,,
123,WEB,运营,WEB_OPERATION,运营,WEB导航栏运营模块的入口,,,,,,,,,,,,,,,,X,,,
124,WEB,运营,WEB_AUTHORITY,权限,WEB导航栏权限列表页面的入口,【V2.11】权限,,,,,,,,,,,,,,,X,,,
125,WEB,运营,WEB_EDIT_AUTHORITY,管理权限的角色,权限列表页面添加角色按钮权限详情页面移除角色按钮,【V2.11】权限,,,,,,,,,,,,,,,X,,,
126,WEB,运营,WEB_ROLE,角色,WEB导航栏角色列表页面的入口,【V2.11】运营角色管理,,,,,,,,,,,,,,,X,,,
127,WEB,运营,WEB_EDIT_ROLE,管理角色及权限,角色列表页面新增角色角色列表页面编辑角色角色列表页面添加权限角色列表页面鼠移除权限,【V2.11】运营角色管理,,,,,,,,,,,,,,,X,,,
128,WEB,运营,WEB_ORGANIZATION,工厂,WEB导航栏工厂列表页面的入口,【V2.11】工厂管理,,,,,,,,,,,,,,,X,,,
129,WEB,出入厂管理,WEB_,出厂配置,WEB导航栏出出厂配置入口,【V2.?-WEB】出厂配置,,,,,,,,X,,,,,,,,,,
130,WEB,出入厂管理,WEB_,入厂配置,WEB导航栏入厂配置入口,【V2.?-WEB】入厂配置,,,,,,,,X,,,,,,,,,,
131,APP,工作台,APP_,出厂检查,工作台出厂检查任务TAB页面,【V2.?-APP】出厂检查任务,,,,,,,,,X,,,,,,,,,
132,APP,工作台,APP_,入厂检查,工作台出入厂检查任务TAB页面,【V2.?-APP】入厂检查任务,,,,,,,,,X,,,,,,,,,
133,WEB,异常事件,WEB_,异常事件管理,,异常事件,,,,,,,,,,,,,X,,X,,,
